Year,Sample_Size,Confidence_limit_Low,Confidence_limit_High,Display_order,GeoLocation,Age Group,Education Attained,Gender,Household Income_x,Overall,Race/Ethnicity_x,Aerobic & Muscle Strength Activity,Aerobic Activity 150+ min/week,Age,Alcohol Use (30 Days),Angina/CHD Awareness,Arthritis Awareness,Asthma Awareness,BMI Classification,Binge Drinking,CHD/MI Awareness,COPD Awareness,Children in Household,Cholesterol Check (5 Years),Cognitive Difficulty,Current Asthma Awareness,Current E-Cigarette Use,Current Smokers,Deafness,Depression Awareness,Diabetes Awareness,Doctor Visit Affordability,Dressing/Bathing Difficulty,Drunk Driving,E-Cigarette Use Frequency,Education Level,Employment Status,Errands Difficulty,Flu Shot (65+),General Health,HIV Testing,Health Insurance (18-64),Health Insurance Coverage,Health Status,Heart Attack Awareness,Heavy Drinking,High Blood Pressure Awareness,High Cholesterol Awareness,Household Income_y,Kidney Disease Awareness,Last Doctor Visit,Marital Status,Military Service,Mobility Difficulty,Muscle Strength Activity,Other Cancer Awareness,Physical Activity (30 Days),Pneumonia Vaccination (65+),Poor Mental Health Days,Poor Physical Health Days,Primary Healthcare Provider,Race/Ethnicity_y,Seat Belt Use,Skin Cancer Awareness,Smokeless Tobacco Use,Smoking Status,Stroke Awareness,Vision Difficulty,latitude,longitude,city
2023,103,5.3,9.9,3137.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1561,90.1,94.7,3136.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,57,4.2,10.2,3129.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,775,89.8,95.8,3128.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,28,,,3139.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,608,81.9,98.4,3138.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,66,5.2,11.8,3131.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,827,88.2,94.8,3130.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,69,4.7,10.3,3133.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,923,89.7,95.3,3132.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,112,5.9,12.6,3135.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,1991,87.4,94.0,3134.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,37,3.6,11.7,3127.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,521,88.3,96.4,3126.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,559,6.7,9.1,3085.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,8904,90.9,93.3,3084.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,12,,,3107.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,72,82.3,97.7,3106.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,17,,,3109.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,277,82.1,100.0,3108.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,36,2.5,7.1,3105.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,721,92.9,97.5,3104.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,149,6.0,10.5,3117.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,2557,89.5,94.0,3116.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,19,,,3115.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,152,87.4,97.0,3114.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,2,,,3111.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,13,,,3110.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,4,,,3113.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,96,97.7,100.0,3112.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,320,7.0,10.0,3103.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
2023,5015,90.0,93.0,3102.0,"(31.827240407000488, -99.42677020599967)",18-24,College graduate,Female,"$100,000-$199,999",Overall,"American Indian or Alaskan Native, non-Hispanic",No,No,18-24 years,No,No,No,No,Normal Weight (BMI 18.5-24.9),No,Did not report having MI or CHD,Yes,Five or more children,Never Checked,No,No,Current E-cigarette user,Yes,No,No,No,No,No,Have driven after having too much to drink,Current E-cigarette user - every day,College+,Employed,No,No,Poor,Yes,Do not have some form of health insurance,Do not have some form of health insurance,Fair or Poor Health,No,Do not meet criteria for heavy drinking,No,Yes,"$100,000 - 199,999",No,5 or more years ago,Divorced,No,Yes,No,No,No,No,1-13 days when mental health not good,1-13 days when physical health not good,More than one,"MultiRacial, non-Hispanic",Yes,Yes,Not at all,Former smoker,No,No,31.8272,-99.4268,Coleman
